id,kategori,deger,aciklama
1179,C,143,Yok
1180,B,395,Yok
1181,D,386,Yok
1182,D,12,Yok
1183,D,318,Yok
1184,D,19,Yok
1185,D,33,Yok
1186,D,121,Yok
1187,A,426,Yok
1188,C,349,Yok
1189,D,287,Yok
1190,C,326,Yok
1191,C,489,Yok
1192,A,231,Yok
1193,D,332,Yok
1194,B,269,Yok
1195,A,188,Yok
1196,B,13,Yok
1197,C,304,Yok
1198,C,40,Yok
1199,A,450,Yok
1200,A,210,Yok
1201,B,39,Yok
1202,D,254,Yok
1203,B,358,Yok
1204,A,482,Yok
1205,B,176,Yok
1206,A,108,Yok
1207,B,34,Yok
1208,A,258,Yok
1209,A,67,Yok
1210,A,238,Yok
1211,D,173,Yok
1212,B,404,Yok
1213,B,483,Yok
1214,B,115,Yok
1215,A,311,Yok
1216,B,354,Yok
1217,B,286,Yok
1218,A,395,Yok
1219,C,211,Yok
1220,A,304,Yok
1221,B,108,Yok
1222,A,426,Yok
1223,C,242,Yok
1224,A,40,Yok
1225,B,397,Yok
1226,C,332,Yok
1227,D,462,Yok
1228,B,474,Yok
1229,C,406,Yok
1230,C,388,Yok
1231,D,74,Yok
1232,A,182,Yok
1233,A,176,Yok
1234,B,245,Yok
1235,D,96,Yok
1236,A,370,Yok
1237,D,251,Yok
1238,A,226,Yok
1239,C,446,Yok
1240,A,424,Yok
1241,D,150,Yok
1242,C,394,Yok
1243,C,107,Yok
1244,C,166,Yok
1245,D,326,Yok
1246,B,360,Yok
1247,B,81,Yok
1248,B,395,Yok
1249,D,277,Yok
1250,C,321,Yok
1251,B,234,Yok
1252,D,359,Yok
1253,B,306,Yok
1254,A,130,Yok
1255,B,420,Yok
1256,B,482,Yok
1257,C,431,Yok
1258,D,379,Yok
1259,C,490,Yok
1260,C,495,Yok
1261,C,445,Yok
1262,C,345,Yok
1263,C,260,Yok
1264,B,169,Yok
1265,C,481,Yok
1266,C,395,Yok
1267,D,331,Yok
1268,A,157,Yok
1269,B,66,Yok
1270,B,71,Yok
1271,B,484,Yok
1272,C,95,Yok
1273,C,496,Yok
1274,C,185,Yok
1275,D,220,Yok
1276,A,144,Yok
1277,C,76,Yok
1278,A,315,Yok
1279,D,261,Yok
1280,B,299,Yok
1281,C,114,Yok
1282,A,352,Yok
1283,A,78,Yok
1284,C,372,Yok
1285,B,332,Yok
1286,B,97,Yok
1287,B,228,Yok
1288,D,171,Yok
1289,A,124,Yok
1290,A,308,Yok
1291,A,30,Yok
1292,D,21,Yok
1293,A,41,Yok
1294,D,184,Yok
1295,B,378,Yok
1296,C,479,Yok
1297,A,363,Yok
1298,A,96,Yok
1299,B,320,Yok
1300,C,458,Yok
1301,D,333,Yok
1302,C,282,Yok
1303,B,291,Yok
1304,B,360,Yok
1305,C,368,Yok
1306,D,366,Yok
1307,D,369,Yok
1308,A,170,Yok
1309,D,201,Yok
1310,C,485,Yok
1311,B,147,Yok
1312,A,365,Yok
1313,A,439,Yok
1314,B,466,Yok
1315,D,483,Yok
1316,B,119,Yok
1317,D,60,Yok
1318,B,299,Yok
1319,C,407,Yok
1320,D,178,Yok
1321,C,483,Yok
1322,A,366,Yok
1323,B,488,Yok
1324,A,303,Yok
1325,A,57,Yok
1326,A,436,Yok
1327,A,37,Yok
1328,B,385,Yok
1329,A,434,Yok
1330,B,245,Yok
1331,B,497,Yok
1332,C,449,Yok
1333,D,474,Yok
1334,D,387,Yok
1335,B,85,Yok
1336,C,484,Yok
1337,B,330,Yok
1338,B,497,Yok
1339,B,69,Yok
1340,C,234,Yok
1341,D,278,Yok
1342,C,462,Yok
1343,A,61,Yok
1344,C,110,Yok
1345,C,369,Yok
1346,C,308,Yok
1347,C,229,Yok
1348,D,259,Yok
1349,A,481,Yok
1350,D,221,Yok
1351,D,433,Yok
1352,C,51,Yok
1353,B,430,Yok
1354,B,477,Yok
1355,D,416,Yok
1356,D,332,Yok
1357,C,334,Yok
1358,D,344,Yok
1359,C,119,Yok
1360,B,126,Yok
1361,B,78,Yok
1362,A,107,Yok
1363,B,259,Yok
1364,D,496,Yok
1365,B,388,Yok
1366,C,195,Yok
1367,B,240,Yok
1368,A,311,Yok
1369,B,352,Yok
1370,C,440,Yok
1371,C,282,Yok
1372,D,402,Yok
1373,B,333,Yok
1374,C,231,Yok
1375,A,249,Yok
1376,D,471,Yok
1377,A,295,Yok
1378,B,360,Yok
1379,B,70,Yok
1380,B,202,Yok
1381,D,451,Yok
1382,C,420,Yok
1383,D,203,Yok
1384,A,310,Yok
1385,D,49,Yok
1386,A,326,Yok
1387,D,386,Yok
1388,C,306,Yok
1389,A,211,Yok
1390,B,97,Yok
1391,B,477,Yok
1392,D,179,Yok
1393,B,199,Yok
1394,A,128,Yok
1395,B,89,Yok
1396,C,114,Yok
1397,C,47,Yok
1398,D,453,Yok
1399,A,245,Yok
1400,C,186,Yok
1401,C,243,Yok
1402,A,244,Yok
1403,B,242,Yok
1404,B,411,Yok
1405,D,364,Yok
1406,B,231,Yok
1407,A,494,Yok
1408,C,270,Yok
1409,B,366,Yok
1410,D,148,Yok
1411,B,13,Yok
1412,A,366,Yok
1413,D,70,Yok
1414,B,133,Yok
1415,D,380,Yok
1416,A,212,Yok
1417,C,21,Yok
1418,A,314,Yok
1419,A,120,Yok
1420,A,293,Yok
1421,A,256,Yok
1422,C,227,Yok
1423,C,299,Yok
1424,D,449,Yok
1425,B,202,Yok
1426,C,271,Yok
1427,C,426,Yok
1428,B,440,Yok
1429,C,161,Yok
1430,A,43,Yok
1431,A,81,Yok
1432,B,25,Yok
1433,D,89,Yok
1434,D,281,Yok
1435,B,381,Yok
1436,B,380,Yok
1437,A,491,Yok
1438,D,93,Yok
1439,C,151,Yok
1440,A,131,Yok
1441,B,324,Yok
1442,D,199,Yok
1443,C,227,Yok
1444,C,459,Yok
1445,A,412,Yok
1446,D,198,Yok
1447,D,459,Yok
1448,B,291,Yok
1449,D,226,Yok
1450,D,442,Yok
1451,A,284,Yok
1452,D,389,Yok
1453,C,393,Yok
1454,A,314,Yok
1455,A,252,Yok
1456,B,218,Yok
1457,D,39,Yok
1458,B,469,Yok
1459,C,66,Yok
1460,A,94,Yok
1461,A,301,Yok
1462,A,177,Yok
1463,C,293,Yok
1464,C,106,Yok
1465,B,183,Yok
1466,B,466,Yok
1467,B,219,Yok
1468,D,225,Yok
1469,A,41,Yok
1470,A,96,Yok
1471,B,451,Yok
1472,A,341,Yok
1473,B,235,Yok
1474,D,163,Yok
1475,D,335,Yok
1476,C,206,Yok
1477,D,96,Yok
1478,B,187,Yok
1479,D,375,Yok
1480,C,88,Yok
1481,A,41,Yok
1482,B,195,Yok
1483,A,73,Yok
1484,C,342,Yok
1485,C,392,Yok
1486,C,242,Yok
1487,A,165,Yok
1488,A,380,Yok
1489,A,362,Yok
1490,A,465,Yok
1491,C,217,Yok
1492,C,384,Yok
1493,B,304,Yok
1494,B,489,Yok
1495,A,217,Yok
1496,D,310,Yok
1497,D,150,Yok
1498,C,413,Yok
1499,C,67,Yok
1500,C,412,Yok
1501,B,212,Yok
1502,B,356,Yok
1503,C,217,Yok
1504,C,402,Yok
1505,C,342,Yok
1506,D,156,Yok
1507,B,487,Yok
1508,D,320,Yok
1509,D,260,Yok
1510,C,384,Yok
1511,C,371,Yok
1512,A,48,Yok
1513,A,154,Yok
1514,D,455,Yok
1515,B,487,Yok
1516,C,486,Yok
1517,C,325,Yok
1518,D,307,Yok
1519,A,395,Yok
1520,B,59,Yok
1521,A,76,Yok
1522,A,413,Yok
1523,A,10,Yok
1524,A,142,Yok
1525,C,362,Yok
1526,C,391,Yok
1527,A,432,Yok
1528,B,96,Yok
1529,D,155,Yok
1530,B,77,Yok
1531,B,370,Yok
1532,B,106,Yok
1533,A,483,Yok
1534,C,287,Yok
1535,B,295,Yok
1536,A,99,Yok
1537,B,266,Yok
1538,B,79,Yok
1539,A,90,Yok
1540,C,232,Yok
1541,C,316,Yok
1542,D,333,Yok
1543,A,83,Yok
1544,D,198,Yok
1545,D,185,Yok
1546,D,318,Yok
1547,C,368,Yok
1548,A,299,Yok
1549,D,223,Yok
1550,A,351,Yok
1551,A,144,Yok
1552,C,48,Yok
1553,D,302,Yok
1554,D,72,Yok
1555,A,448,Yok
1556,B,280,Yok
1557,C,220,Yok
1558,C,83,Yok
1559,C,366,Yok
1560,C,393,Yok
1561,D,110,Yok
1562,D,199,Yok
1563,B,123,Yok
1564,C,333,Yok
1565,C,119,Yok
1566,A,443,Yok
1567,D,434,Yok
1568,C,70,Yok
1569,B,290,Yok
1570,B,165,Yok
1571,D,250,Yok
1572,B,219,Yok
1573,B,249,Yok
1574,D,300,Yok
1575,C,348,Yok
1576,C,243,Yok
1577,B,255,Yok
1578,B,446,Yok
1579,C,477,Yok
1580,D,176,Yok
1581,B,490,Yok
1582,A,324,Yok
1583,D,74,Yok
1584,B,376,Yok
1585,B,138,Yok
1586,A,129,Yok
1587,A,242,Yok
1588,C,310,Yok
1589,D,28,Yok
1590,D,185,Yok
1591,C,442,Yok
1592,D,210,Yok
1593,D,279,Yok
1594,D,76,Yok
1595,D,167,Yok
1596,D,242,Yok
1597,A,125,Yok
1598,D,202,Yok
1599,A,334,Yok
1600,D,224,Yok
1601,C,15,Yok
1602,B,93,Yok
1603,A,55,Yok
1604,D,51,Yok
1605,C,209,Yok
1606,B,198,Yok
1607,A,40,Yok
1608,B,472,Yok
1609,C,419,Yok
1610,A,451,Yok
1611,B,298,Yok
1612,D,317,Yok
1613,A,368,Yok
1614,B,297,Yok
1615,C,63,Yok
1616,C,138,Yok
1617,A,398,Yok
1618,B,415,Yok
1619,A,488,Yok
1620,A,371,Yok
1621,B,386,Yok
1622,B,142,Yok
1623,D,17,Yok
1624,B,79,Yok
1625,C,328,Yok
1626,A,19,Yok
1627,A,247,Yok
1628,C,199,Yok
1629,B,305,Yok
1630,C,111,Yok
1631,C,242,Yok
1632,D,440,Yok
1633,C,345,Yok
1634,A,321,Yok
1635,C,293,Yok
1636,A,65,Yok
1637,A,10,Yok
1638,A,247,Yok
1639,B,317,Yok
1640,D,219,Yok
1641,A,71,Yok
1642,A,240,Yok
1643,B,117,Yok
1644,A,179,Yok
1645,C,184,Yok
1646,C,127,Yok
1647,D,368,Yok
1648,A,302,Yok
1649,B,148,Yok
1650,C,204,Yok
1651,B,38,Yok
1652,B,269,Yok
1653,C,488,Yok
1654,B,148,Yok
1655,C,39,Yok
1656,B,88,Yok
1657,C,88,Yok
1658,A,195,Yok
1659,D,169,Yok
1660,C,166,Yok
1661,C,122,Yok
1662,D,308,Yok
1663,C,485,Yok
1664,C,94,Yok
1665,B,239,Yok
1666,D,48,Yok
1667,A,404,Yok
1668,C,361,Yok
1669,D,164,Yok
1670,B,289,Yok
1671,A,302,Yok
1672,D,330,Yok
1673,A,297,Yok
1674,A,62,Yok
1675,A,138,Yok
1676,C,118,Yok
1677,C,193,Yok
1678,B,427,Yok
1679,B,219,Yok
1680,D,166,Yok
1681,B,15,Yok
1682,A,194,Yok
1683,A,104,Yok
1684,C,23,Yok
1685,A,468,Yok
1686,D,78,Yok
1687,A,199,Yok
1688,A,95,Yok
1689,D,60,Yok
1690,B,22,Yok
1691,B,263,Yok
1692,D,341,Yok
1693,C,114,Yok
1694,A,141,Yok
1695,D,47,Yok
1696,A,141,Yok
1697,C,167,Yok
1698,A,319,Yok
1699,D,74,Yok
1700,A,198,Yok
1701,B,442,Yok
1702,C,424,Yok
1703,C,435,Yok
1704,C,443,Yok
1705,D,288,Yok
1706,C,471,Yok
1707,B,236,Yok
1708,D,218,Yok
1709,B,325,Yok
1710,A,425,Yok
1711,A,449,Yok
1712,A,65,Yok
1713,A,109,Yok
1714,B,96,Yok
1715,D,299,Yok
1716,D,239,Yok
1717,C,178,Yok
1718,B,304,Yok
1719,A,223,Yok
1720,B,307,Yok
1721,C,331,Yok
1722,C,157,Yok
1723,B,279,Yok
1724,B,175,Yok
1725,B,302,Yok
1726,D,302,Yok
1727,A,381,Yok
1728,B,21,Yok
1729,B,485,Yok
1730,B,449,Yok
1731,C,401,Yok
1732,C,486,Yok
1733,D,414,Yok
1734,A,432,Yok
1735,D,441,Yok
1736,A,155,Yok
1737,C,121,Yok
1738,C,72,Yok
1739,C,220,Yok
1740,D,467,Yok
1741,B,402,Yok
1742,B,352,Yok
1743,C,39,Yok
1744,B,351,Yok
1745,B,324,Yok
1746,D,64,Yok
1747,A,486,Yok
1748,C,207,Yok
1749,C,315,Yok
1750,D,454,Yok
1751,D,428,Yok
1752,B,407,Yok
1753,C,206,Yok
1754,A,311,Yok
1755,D,475,Yok
1756,A,44,Yok
1757,A,487,Yok
1758,C,208,Yok
1759,C,107,Yok
1760,D,367,Yok
1761,C,307,Yok
1762,C,446,Yok
1763,C,28,Yok
1764,A,182,Yok
1765,D,319,Yok
1766,B,201,Yok
1767,A,468,Yok
1768,C,434,Yok
1769,A,410,Yok
1770,C,276,Yok
1771,C,136,Yok
1772,A,118,Yok
1773,D,357,Yok
1774,C,140,Yok
1775,D,403,Yok
1776,B,289,Yok
1777,C,490,Yok
1778,D,260,Yok
1779,D,321,Yok
1780,B,388,Yok
1781,D,291,Yok
1782,D,334,Yok
1783,B,161,Yok
1784,C,181,Yok
1785,D,163,Yok
1786,D,336,Yok
1787,D,341,Yok
1788,A,194,Yok
1789,B,496,Yok
1790,A,245,Yok
1791,B,301,Yok
1792,C,26,Yok
1793,C,217,Yok
1794,D,488,Yok
1795,B,283,Yok
1796,C,105,Yok
1797,B,331,Yok
1798,C,122,Yok
1799,A,147,Yok
1800,C,454,Yok
1801,A,304,Yok
1802,C,407,Yok
1803,D,381,Yok
1804,A,184,Yok
1805,C,147,Yok
1806,D,320,Yok
1807,A,229,Yok
1808,D,161,Yok
1809,B,135,Yok
1810,B,255,Yok
1811,A,49,Yok
1812,C,200,Yok
1813,A,171,Yok
1814,D,133,Yok
1815,C,186,Yok
1816,B,328,Yok
1817,C,370,Yok
1818,B,274,Yok
1819,C,184,Yok
1820,C,230,Yok
1821,C,182,Yok
1822,D,242,Yok
1823,D,429,Yok
1824,A,146,Yok
1825,A,242,Yok
1826,B,248,Yok
1827,D,148,Yok
1828,B,94,Yok
1829,A,470,Yok
1830,B,378,Yok
1831,A,33,Yok
1832,D,266,Yok
1833,C,236,Yok
1834,D,492,Yok
1835,B,326,Yok
1836,B,350,Yok
1837,D,248,Yok
1838,D,462,Yok
1839,A,286,Yok
1840,B,269,Yok
1841,B,234,Yok
1842,D,109,Yok
1843,C,67,Yok
1844,B,465,Yok
1845,C,230,Yok
1846,D,254,Yok
1847,D,400,Yok
1848,A,394,Yok
1849,B,462,Yok
1850,C,86,Yok
1851,A,457,Yok
1852,B,227,Yok
1853,A,213,Yok
1854,D,388,Yok
1855,B,145,Yok
1856,A,126,Yok
1857,A,69,Yok
1858,C,263,Yok
1859,A,427,Yok
1860,B,351,Yok
1861,B,379,Yok
1862,C,18,Yok
1863,B,82,Yok
1864,D,393,Yok
1865,B,438,Yok
1866,B,347,Yok
1867,A,26,Yok
1868,A,16,Yok
1869,B,112,Yok
1870,C,316,Yok
1871,A,491,Yok
1872,C,409,Yok
1873,B,450,Yok
1874,B,357,Yok
1875,D,290,Yok
1876,A,287,Yok
1877,B,448,Yok
1878,D,299,Yok
1879,A,408,Yok
1880,B,281,Yok
1881,B,281,Yok
1882,A,303,Yok
1883,A,351,Yok
1884,A,358,Yok
1885,B,169,Yok
1886,B,436,Yok
1887,D,97,Yok
1888,C,370,Yok
1889,A,315,Yok
1890,B,480,Yok
1891,B,194,Yok
1892,A,47,Yok
1893,C,32,Yok
1894,A,98,Yok
1895,C,483,Yok
1896,B,45,Yok
1897,C,443,Yok
1898,D,107,Yok
1899,B,406,Yok
1900,D,362,Yok
1901,A,114,Yok
1902,A,375,Yok
1903,A,397,Yok
1904,C,126,Yok
1905,B,301,Yok
1906,A,456,Yok
1907,A,221,Yok
1908,B,486,Yok
1909,A,472,Yok
1910,D,391,Yok
1911,B,319,Yok
1912,B,88,Yok
1913,B,470,Yok
1914,D,69,Yok
1915,B,151,Yok
1916,D,392,Yok
1917,B,69,Yok
1918,C,325,Yok
1919,A,31,Yok
1920,C,458,Yok
1921,A,74,Yok
1922,D,424,Yok
1923,C,384,Yok
1924,B,490,Yok
1925,A,376,Yok
1926,A,202,Yok
1927,C,111,Yok
1928,D,225,Yok
1929,C,240,Yok
1930,D,415,Yok
1931,D,134,Yok
1932,A,480,Yok
1933,C,459,Yok
1934,C,351,Yok
1935,D,466,Yok
1936,C,13,Yok
1937,B,379,Yok
1938,B,226,Yok
1939,C,216,Yok
1940,C,481,Yok
1941,D,113,Yok
1942,B,272,Yok
1943,B,465,Yok
1944,A,164,Yok
1945,D,228,Yok
1946,A,438,Yok
1947,B,364,Yok
1948,D,198,Yok
1949,C,367,Yok
1950,D,231,Yok
1951,C,176,Yok
1952,C,358,Yok
1953,D,263,Yok
1954,C,270,Yok
1955,A,347,Yok
1956,B,472,Yok
1957,C,99,Yok
1958,A,320,Yok
1959,C,260,Yok
1960,B,267,Yok
1961,A,360,Yok
1962,B,418,Yok
1963,B,262,Yok
1964,A,98,Yok
1965,A,169,Yok
1966,A,451,Yok
1967,D,287,Yok
1968,A,189,Yok
1969,A,211,Yok
1970,A,454,Yok
1971,A,493,Yok
1972,C,213,Yok
1973,D,30,Yok
1974,B,199,Yok
1975,A,24,Yok
1976,C,20,Yok
1977,C,55,Yok
1978,C,80,Yok
1979,B,481,Yok
1980,A,392,Yok
1981,D,423,Yok
1982,D,407,Yok
1983,C,259,Yok
1984,B,49,Yok
1985,B,247,Yok
1986,B,384,Yok
1987,D,335,Yok
1988,C,443,Yok
1989,A,55,Yok
1990,D,81,Yok
1991,C,301,Yok
1992,C,321,Yok
1993,A,149,Yok
1994,A,462,Yok
1995,A,86,Yok
1996,B,284,Yok
1997,A,159,Yok
1998,C,21,Yok
1999,A,297,Yok
2000,C,47,Yok
2001,D,454,Yok
2002,B,47,Yok
2003,D,218,Yok
2004,D,483,Yok
2005,C,345,Yok
2006,D,21,Yok
2007,C,366,Yok
2008,A,55,Yok
2009,A,345,Yok
2010,C,78,Yok
2011,A,465,Yok
2012,B,80,Yok
2013,D,258,Yok
2014,B,228,Yok
2015,D,291,Yok
2016,A,86,Yok
2017,B,236,Yok
2018,A,55,Yok
2019,D,410,Yok
2020,C,391,Yok
2021,C,400,Yok
2022,B,466,Yok
2023,A,115,Yok
2024,A,467,Yok
2025,B,73,Yok
2026,C,128,Yok
2027,D,374,Yok
2028,B,134,Yok
2029,D,435,Yok
2030,C,384,Yok
2031,A,259,Yok
2032,C,495,Yok
2033,B,62,Yok
2034,A,151,Yok
2035,B,46,Yok
2036,B,22,Yok
2037,C,81,Yok
2038,B,498,Yok
2039,C,317,Yok
2040,A,467,Yok
2041,C,170,Yok
2042,A,366,Yok
2043,C,413,Yok
2044,D,333,Yok
2045,D,394,Yok
2046,B,220,Yok
2047,C,481,Yok
2048,C,198,Yok
2049,A,191,Yok
2050,B,255,Yok
2051,C,376,Yok
2052,B,340,Yok
2053,D,223,Yok
2054,C,174,Yok
2055,C,204,Yok
2056,B,90,Yok
2057,C,249,Yok
2058,B,305,Yok
2059,C,413,Yok
2060,A,44,Yok
2061,B,245,Yok
2062,C,433,Yok
2063,D,344,Yok
2064,C,212,Yok
2065,D,150,Yok
2066,D,99,Yok
2067,A,160,Yok
2068,B,497,Yok
2069,C,278,Yok
2070,A,57,Yok
2071,C,59,Yok
2072,D,473,Yok
2073,B,118,Yok
2074,C,87,Yok
2075,C,497,Yok
2076,D,61,Yok
2077,C,363,Yok
2078,C,381,Yok
2079,D,241,Yok
2080,A,358,Yok
2081,D,229,Yok
2082,A,36,Yok
2083,B,175,Yok
2084,A,86,Yok
2085,A,332,Yok
2086,B,112,Yok
2087,A,367,Yok
2088,D,206,Yok
2089,A,324,Yok
2090,B,345,Yok
2091,D,168,Yok
2092,B,95,Yok
2093,B,396,Yok
2094,C,334,Yok
2095,C,204,Yok
2096,B,344,Yok
2097,B,235,Yok
2098,B,280,Yok
2099,C,164,Yok
2100,C,86,Yok
2101,A,491,Yok
2102,A,155,Yok
2103,B,19,Yok
2104,D,169,Yok
2105,D,461,Yok
2106,C,137,Yok
2107,C,459,Yok
2108,C,167,Yok
2109,B,445,Yok
2110,D,232,Yok
2111,A,322,Yok
2112,B,183,Yok
2113,A,12,Yok
2114,A,328,Yok
2115,B,437,Yok
2116,A,78,Yok
2117,D,107,Yok
2118,A,471,Yok
2119,D,390,Yok
2120,D,320,Yok
2121,D,67,Yok
2122,C,71,Yok
2123,A,494,Yok
2124,B,16,Yok
2125,B,216,Yok
2126,A,284,Yok
2127,C,383,Yok
2128,C,284,Yok
2129,D,90,Yok
2130,A,441,Yok
2131,A,241,Yok
2132,B,470,Yok
2133,A,194,Yok
2134,C,414,Yok
2135,A,116,Yok
2136,B,266,Yok
2137,D,347,Yok
2138,B,289,Yok
2139,B,167,Yok
2140,D,199,Yok
2141,B,464,Yok
2142,B,420,Yok
2143,A,445,Yok
2144,A,292,Yok
2145,D,332,Yok
2146,A,126,Yok
2147,A,217,Yok
2148,B,13,Yok
2149,C,438,Yok
2150,A,194,Yok
2151,C,393,Yok
2152,A,394,Yok
2153,A,234,Yok
2154,D,53,Yok
2155,D,118,Yok
2156,D,355,Yok
2157,C,368,Yok
2158,B,204,Yok
2159,A,13,Yok
2160,A,426,Yok
2161,A,443,Yok
2162,C,142,Yok
2163,D,390,Yok
2164,B,230,Yok
2165,C,317,Yok
2166,D,20,Yok
2167,C,140,Yok
2168,B,283,Yok
2169,D,295,Yok
2170,C,474,Yok
2171,B,183,Yok
2172,A,231,Yok
2173,B,103,Yok
2174,A,490,Yok
2175,C,154,Yok
2176,D,176,Yok
2177,D,89,Yok
2178,C,298,Yok
2179,D,376,Yok
2180,D,459,Yok
2181,A,75,Yok
2182,C,481,Yok
2183,B,142,Yok
2184,A,173,Yok
2185,C,268,Yok
2186,A,369,Yok
2187,B,169,Yok
2188,B,151,Yok
2189,C,387,Yok
2190,B,431,Yok
2191,A,256,Yok
2192,B,142,Yok
2193,A,494,Yok
2194,A,183,Yok
2195,B,483,Yok
2196,C,193,Yok
2197,D,474,Yok
2198,B,325,Yok
2199,A,92,Yok
2200,A,84,Yok
2201,B,272,Yok
2202,C,406,Yok
2203,C,124,Yok
2204,A,162,Yok
2205,A,121,Yok
2206,C,149,Yok
2207,D,40,Yok
2208,B,229,Yok
2209,A,280,Yok
2210,A,106,Yok
2211,C,20,Yok
2212,B,112,Yok
2213,C,425,Yok
2214,B,473,Yok
2215,B,274,Yok
2216,B,61,Yok
2217,A,178,Yok
2218,D,149,Yok
2219,C,92,Yok
2220,D,471,Yok
2221,C,277,Yok
2222,B,457,Yok
2223,A,353,Yok
2224,D,82,Yok
2225,A,478,Yok
2226,C,149,Yok
2227,A,118,Yok
2228,A,46,Yok
2229,D,142,Yok
2230,B,18,Yok
2231,A,194,Yok
2232,B,252,Yok
2233,C,157,Yok
2234,A,79,Yok
2235,D,241,Yok
2236,C,379,Yok
2237,C,391,Yok
2238,D,406,Yok
2239,A,345,Yok
2240,A,477,Yok
2241,C,142,Yok
2242,A,127,Yok
2243,B,180,Yok
2244,D,346,Yok
2245,B,191,Yok
2246,A,327,Yok
2247,C,275,Yok
2248,D,167,Yok
2249,A,272,Yok
2250,A,194,Yok
2251,C,148,Yok
2252,C,209,Yok
2253,B,316,Yok
2254,D,73,Yok
2255,D,238,Yok
2256,C,40,Yok
2257,B,121,Yok
2258,D,10,Yok
2259,C,98,Yok
2260,A,451,Yok
2261,D,357,Yok
2262,B,224,Yok
2263,B,316,Yok
2264,B,358,Yok
2265,A,415,Yok
2266,D,211,Yok
2267,D,55,Yok
2268,A,410,Yok
2269,D,278,Yok
2270,A,345,Yok
2271,A,388,Yok
2272,A,380,Yok
2273,B,85,Yok
2274,D,249,Yok
2275,A,122,Yok
2276,D,216,Yok
2277,B,304,Yok
2278,A,284,Yok
2279,C,222,Yok
2280,B,326,Yok
2281,C,105,Yok
2282,D,398,Yok
2283,D,66,Yok
2284,B,56,Yok
2285,D,344,Yok
2286,C,169,Yok
2287,A,10,Yok
2288,A,216,Yok
2289,A,44,Yok
2290,B,221,Yok
2291,D,168,Yok
2292,C,413,Yok
2293,D,312,Yok
2294,D,33,Yok
2295,D,49,Yok
2296,A,339,Yok
2297,C,343,Yok
2298,C,258,Yok
2299,D,492,Yok
2300,A,391,Yok
2301,A,201,Yok
2302,C,102,Yok
2303,A,210,Yok
2304,A,129,Yok
2305,A,253,Yok
2306,B,147,Yok
2307,D,265,Yok
2308,C,126,Yok
2309,C,454,Yok
2310,B,11,Yok
2311,D,288,Yok
2312,C,347,Yok
2313,A,202,Yok
2314,C,451,Yok
2315,A,404,Yok
2316,B,366,Yok
2317,A,390,Yok
2318,C,429,Yok
2319,C,362,Yok
2320,C,72,Yok
2321,B,45,Yok
2322,B,450,Yok
2323,D,481,Yok
2324,C,354,Yok
2325,A,288,Yok
2326,B,447,Yok
2327,C,72,Yok
2328,C,223,Yok
2329,B,42,Yok
2330,D,184,Yok
2331,B,28,Yok
2332,B,427,Yok
2333,A,288,Yok
2334,A,119,Yok
2335,D,483,Yok
2336,C,95,Yok
2337,B,460,Yok
2338,D,13,Yok
2339,A,106,Yok
2340,B,468,Yok
2341,C,93,Yok
2342,A,251,Yok
2343,A,137,Yok
2344,A,105,Yok
2345,D,190,Yok
2346,C,121,Yok
2347,B,408,Yok
2348,D,482,Yok
2349,D,130,Yok
2350,D,282,Yok
2351,A,415,Yok
2352,C,427,Yok
2353,D,426,Yok
2354,B,34,Yok
2355,C,23,Yok
2356,B,119,Yok
2357,C,315,Yok
2358,B,39,Yok
2359,A,479,Yok
2360,D,31,Yok
2361,B,348,Yok
2362,C,111,Yok
2363,D,269,Yok
2364,D,81,Yok
2365,C,310,Yok
2366,B,125,Yok
2367,A,265,Yok
2368,A,496,Yok
2369,B,339,Yok
2370,D,123,Yok
2371,D,37,Yok
2372,D,191,Yok
2373,D,195,Yok
2374,B,350,Yok
2375,D,330,Yok
2376,C,260,Yok
2377,D,430,Yok
2378,A,191,Yok
2379,D,363,Yok
2380,B,404,Yok
2381,A,153,Yok
2382,B,496,Yok
2383,B,215,Yok
2384,A,261,Yok
2385,B,458,Yok
2386,B,360,Yok
2387,D,181,Yok
2388,C,180,Yok
2389,B,250,Yok
2390,B,469,Yok
2391,B,420,Yok
2392,D,346,Yok
2393,C,251,Yok
2394,A,89,Yok
2395,D,266,Yok
2396,D,256,Yok
2397,C,39,Yok
2398,C,132,Yok
2399,D,201,Yok
2400,A,430,Yok
2401,D,416,Yok
2402,C,36,Yok
2403,A,366,Yok
2404,C,89,Yok
2405,A,97,Yok
2406,B,165,Yok
2407,C,423,Yok
2408,C,483,Yok
2409,D,97,Yok
2410,C,360,Yok
2411,C,226,Yok
2412,B,188,Yok
2413,C,139,Yok
2414,B,262,Yok
2415,B,80,Yok
2416,B,377,Yok
2417,B,96,Yok
2418,A,358,Yok
2419,D,44,Yok
2420,A,103,Yok
2421,C,422,Yok
2422,A,424,Yok
2423,A,379,Yok
2424,C,435,Yok
2425,C,203,Yok
2426,C,444,Yok
2427,A,344,Yok
2428,A,25,Yok
2429,C,17,Yok
2430,D,326,Yok
2431,D,101,Yok
2432,B,49,Yok
2433,C,218,Yok
2434,B,194,Yok
2435,D,254,Yok
2436,B,215,Yok
2437,C,94,Yok
2438,C,443,Yok
2439,C,292,Yok
2440,A,350,Yok
2441,B,169,Yok
2442,D,473,Yok
2443,D,421,Yok
2444,D,389,Yok
2445,A,239,Yok
2446,A,128,Yok
2447,C,294,Yok
2448,D,442,Yok
2449,A,252,Yok
